category,item,variety,date,price,unit
vegetable,cabbage,savoy,4/23/2021,0.63,head
vegetable,spring_greens,prepacked,4/23/2021,1.22,kg
vegetable,cabbage,summer_autumn_pointed,4/23/2021,0.61,kg
vegetable,cabbage,white,4/23/2021,0.39,kg
vegetable,cabbage,round_green_other,4/23/2021,0.59,head
vegetable,capsicum,red,4/23/2021,2.35,kg
vegetable,carrots,topped_washed,4/23/2021,0.52,kg
vegetable,cauliflower,all,4/23/2021,1.14,head
vegetable,celeriac,celeriac,4/23/2021,0.67,kg
vegetable,cucumbers,cucumbers,4/23/2021,0.76,kg
vegetable,leeks,trimmed,4/23/2021,1.8,kg
vegetable,lettuce,butterhead_indoor,4/23/2021,0.46,head
vegetable,lettuce,little_gem,4/23/2021,0.78,twin
vegetable,rocket,rocket,4/23/2021,9.04,kg
vegetable,onion,bulb_brown,4/23/2021,0.47,kg
vegetable,onion,bulb_red,4/23/2021,0.53,kg
vegetable,onion,saladspring,4/23/2021,0.4,kg
vegetable,swede,swede,4/23/2021,0.23,kg
vegetable,turnip,turnip,4/23/2021,0.79,kg
vegetable,parsnips,all_varieties,4/23/2021,1.03,kg
vegetable,rhubarb,forced,4/23/2021,3.87,kg
vegetable,rhubarb,outdoor,4/23/2021,1.92,kg
vegetable,tomatoes,round,4/23/2021,1.03,kg
vegetable,tomatoes,vine,4/23/2021,3.51,kg
vegetable,tomatoes,cherry,4/23/2021,3.21,kg
cut_flowers,tulips,tulips,4/23/2021,0.2,stem
fruit,apples,bramleys_seedling,4/16/2021,1.23,kg
fruit,apples,coxs_orange_group,4/16/2021,0.77,kg
fruit,apples,braeburn,4/16/2021,1.03,kg
fruit,apples,gala,4/16/2021,1.09,kg
fruit,apples,other_late_season,4/16/2021,0.91,kg
fruit,pears,conference,4/16/2021,1.03,kg
fruit,strawberries,strawberries,4/16/2021,7.62,kg
vegetable,asparagus,asparagus,4/16/2021,11.73,kg
vegetable,beetroot,beetroot,4/16/2021,0.47,kg
vegetable,brussels_sprouts,brussels_sprouts,4/16/2021,1.06,kg
vegetable,pak_choi,pak_choi,4/16/2021,2.83,kg
vegetable,curly_kale,curly_kale,4/16/2021,3.03,kg
vegetable,cabbage,red,4/16/2021,0.41,kg
vegetable,cabbage,savoy,4/16/2021,0.63,head
vegetable,spring_greens,prepacked,4/16/2021,1.27,kg
vegetable,cabbage,white,4/16/2021,0.38,kg
vegetable,cabbage,round_green_other,4/16/2021,0.59,head
vegetable,capsicum,red,4/16/2021,2.35,kg
vegetable,carrots,topped_washed,4/16/2021,0.52,kg
vegetable,cauliflower,all,4/16/2021,1.12,head
vegetable,celeriac,celeriac,4/16/2021,0.7,kg
vegetable,cucumbers,cucumbers,4/16/2021,0.76,kg
vegetable,leeks,trimmed,4/16/2021,1.84,kg
vegetable,lettuce,butterhead_indoor,4/16/2021,0.42,head
vegetable,lettuce,little_gem,4/16/2021,0.8,twin
vegetable,mixed_babyleaf_salad,pillow_pack,4/16/2021,6.4,kg
vegetable,onion,bulb_brown,4/16/2021,0.46,kg
vegetable,onion,bulb_red,4/16/2021,0.52,kg
vegetable,onion,saladspring,4/16/2021,0.46,kg
vegetable,swede,swede,4/16/2021,0.22,kg
vegetable,turnip,turnip,4/16/2021,0.79,kg
vegetable,parsnips,all_varieties,4/16/2021,1.01,kg
vegetable,rhubarb,forced,4/16/2021,3.98,kg
vegetable,rhubarb,outdoor,4/16/2021,2.18,kg
vegetable,tomatoes,round,4/16/2021,1.05,kg
vegetable,tomatoes,vine,4/16/2021,4.45,kg
cut_flowers,tulips,tulips,4/16/2021,0.21,stem
fruit,apples,bramleys_seedling,4/9/2021,1.18,kg
fruit,apples,egremont_russet,4/9/2021,1.51,kg
fruit,apples,braeburn,4/9/2021,1.13,kg
fruit,apples,gala,4/9/2021,1.06,kg
fruit,apples,other_late_season,4/9/2021,0.93,kg
fruit,pears,conference,4/9/2021,1.17,kg
fruit,strawberries,strawberries,4/9/2021,7.44,kg
vegetable,asparagus,asparagus,4/9/2021,12.2,kg
vegetable,beetroot,beetroot,4/9/2021,0.46,kg
vegetable,brussels_sprouts,brussels_sprouts,4/9/2021,1.06,kg
vegetable,pak_choi,pak_choi,4/9/2021,2.82,kg
vegetable,curly_kale,curly_kale,4/9/2021,2.84,kg
vegetable,cabbage,red,4/9/2021,0.39,kg
vegetable,cabbage,savoy,4/9/2021,0.61,head
vegetable,spring_greens,prepacked,4/9/2021,1.32,kg
vegetable,cabbage,white,4/9/2021,0.4,kg
vegetable,cabbage,round_green_other,4/9/2021,0.58,head
vegetable,capsicum,red,4/9/2021,2.8,kg
vegetable,carrots,topped_washed,4/9/2021,0.51,kg
vegetable,cauliflower,all,4/9/2021,0.98,head
vegetable,celeriac,celeriac,4/9/2021,0.68,kg
vegetable,cucumbers,cucumbers,4/9/2021,0.86,kg
vegetable,leeks,trimmed,4/9/2021,1.81,kg
vegetable,lettuce,butterhead_indoor,4/9/2021,0.42,head
vegetable,lettuce,little_gem,4/9/2021,0.76,twin
vegetable,mixed_babyleaf_salad,pillow_pack,4/9/2021,6.4,kg
vegetable,onion,bulb_brown,4/9/2021,0.45,kg
vegetable,onion,bulb_red,4/9/2021,0.51,kg
vegetable,swede,swede,4/9/2021,0.22,kg
vegetable,turnip,turnip,4/9/2021,0.8,kg
vegetable,parsnips,all_varieties,4/9/2021,1.04,kg
vegetable,rhubarb,forced,4/9/2021,3.95,kg
vegetable,rhubarb,outdoor,4/9/2021,2.25,kg
vegetable,tomatoes,round,4/9/2021,1.18,kg
vegetable,tomatoes,vine,4/9/2021,4.32,kg
cut_flowers,tulips,tulips,4/9/2021,0.22,stem
fruit,apples,bramleys_seedling,4/2/2021,1.22,kg
fruit,apples,coxs_orange_group,4/2/2021,1.15,kg
fruit,apples,egremont_russet,4/2/2021,1.48,kg
fruit,apples,braeburn,4/2/2021,1.15,kg
fruit,apples,gala,4/2/2021,1.17,kg
fruit,apples,other_late_season,4/2/2021,0.97,kg
fruit,pears,conference,4/2/2021,1.17,kg
fruit,strawberries,strawberries,4/2/2021,7.79,kg
vegetable,asparagus,asparagus,4/2/2021,14.94,kg
vegetable,beetroot,beetroot,4/2/2021,0.46,kg
vegetable,brussels_sprouts,brussels_sprouts,4/2/2021,0.92,kg
vegetable,pak_choi,pak_choi,4/2/2021,2.83,kg
vegetable,curly_kale,curly_kale,4/2/2021,2.91,kg
vegetable,cabbage,red,4/2/2021,0.39,kg
vegetable,cabbage,savoy,4/2/2021,0.62,head
vegetable,spring_greens,prepacked,4/2/2021,1.3,kg
vegetable,cabbage,white,4/2/2021,0.34,kg
vegetable,cabbage,round_green_other,4/2/2021,0.58,head
vegetable,carrots,topped_washed,4/2/2021,0.52,kg
vegetable,cauliflower,all,4/2/2021,0.75,head
vegetable,celeriac,celeriac,4/2/2021,0.68,kg
vegetable,cucumbers,cucumbers,4/2/2021,0.99,kg
vegetable,leeks,trimmed,4/2/2021,1.85,kg
vegetable,lettuce,butterhead_indoor,4/2/2021,0.41,head
vegetable,lettuce,little_gem,4/2/2021,0.77,twin
vegetable,mixed_babyleaf_salad,pillow_pack,4/2/2021,5.7,kg
vegetable,onion,bulb_brown,4/2/2021,0.44,kg
vegetable,onion,bulb_red,4/2/2021,0.52,kg
vegetable,swede,swede,4/2/2021,0.23,kg
vegetable,turnip,turnip,4/2/2021,0.85,kg
vegetable,parsnips,all_varieties,4/2/2021,1.04,kg
vegetable,rhubarb,forced,4/2/2021,3.66,kg
vegetable,rhubarb,outdoor,4/2/2021,2.28,kg
vegetable,tomatoes,round,4/2/2021,1.56,kg
cut_flowers,tulips,tulips,4/2/2021,0.21,stem
fruit,apples,bramleys_seedling,3/26/2021,1.19,kg
fruit,apples,coxs_orange_group,3/26/2021,1.48,kg
fruit,apples,egremont_russet,3/26/2021,1.42,kg
fruit,apples,braeburn,3/26/2021,1.12,kg
fruit,apples,gala,3/26/2021,1.19,kg
fruit,pears,conference,3/26/2021,1.16,kg
fruit,strawberries,strawberries,3/26/2021,10.74,kg
vegetable,asparagus,asparagus,3/26/2021,15.29,kg
vegetable,beetroot,beetroot,3/26/2021,0.47,kg
vegetable,brussels_sprouts,brussels_sprouts,3/26/2021,0.92,kg
vegetable,pak_choi,pak_choi,3/26/2021,2.64,kg
vegetable,curly_kale,curly_kale,3/26/2021,2.92,kg
vegetable,cabbage,red,3/26/2021,0.39,kg
vegetable,cabbage,savoy,3/26/2021,0.63,head
vegetable,spring_greens,prepacked,3/26/2021,1.31,kg
vegetable,cabbage,white,3/26/2021,0.35,kg
vegetable,cabbage,round_green_other,3/26/2021,0.54,head
vegetable,carrots,topped_washed,3/26/2021,0.49,kg
vegetable,cauliflower,all,3/26/2021,0.71,head
vegetable,celeriac,celeriac,3/26/2021,0.69,kg
vegetable,cucumbers,cucumbers,3/26/2021,0.94,kg
vegetable,leeks,trimmed,3/26/2021,1.95,kg
vegetable,lettuce,butterhead_indoor,3/26/2021,0.39,head
vegetable,lettuce,little_gem,3/26/2021,0.69,twin
vegetable,onion,bulb_brown,3/26/2021,0.45,kg
vegetable,onion,bulb_red,3/26/2021,0.54,kg
vegetable,swede,swede,3/26/2021,0.22,kg
vegetable,turnip,turnip,3/26/2021,0.95,kg
vegetable,parsnips,all_varieties,3/26/2021,1.02,kg
vegetable,rhubarb,forced,3/26/2021,4,kg
vegetable,rhubarb,outdoor,3/26/2021,2.55,kg
cut_flowers,tulips,tulips,3/26/2021,0.21,stem
fruit,apples,bramleys_seedling,3/19/2021,1.06,kg
fruit,apples,coxs_orange_group,3/19/2021,1.54,kg
fruit,apples,egremont_russet,3/19/2021,1.37,kg
fruit,apples,braeburn,3/19/2021,1.08,kg
fruit,apples,gala,3/19/2021,1.07,kg
fruit,apples,other_late_season,3/19/2021,1.24,kg
fruit,pears,conference,3/19/2021,1,kg
vegetable,asparagus,asparagus,3/19/2021,15.05,kg
vegetable,beetroot,beetroot,3/19/2021,0.45,kg
vegetable,brussels_sprouts,brussels_sprouts,3/19/2021,0.85,kg
vegetable,pak_choi,pak_choi,3/19/2021,2.63,kg
vegetable,curly_kale,curly_kale,3/19/2021,2.94,kg
vegetable,cabbage,red,3/19/2021,0.35,kg
vegetable,cabbage,savoy,3/19/2021,0.64,head
vegetable,spring_greens,prepacked,3/19/2021,1.28,kg
vegetable,cabbage,white,3/19/2021,0.35,kg
vegetable,cabbage,round_green_other,3/19/2021,0.54,head
vegetable,carrots,topped_washed,3/19/2021,0.52,kg
vegetable,cauliflower,all,3/19/2021,0.84,head
vegetable,celeriac,celeriac,3/19/2021,0.66,kg
vegetable,cucumbers,cucumbers,3/19/2021,1.09,kg
vegetable,leeks,trimmed,3/19/2021,2,kg
vegetable,lettuce,butterhead_indoor,3/19/2021,0.4,head
vegetable,lettuce,little_gem,3/19/2021,0.69,twin
vegetable,onion,bulb_brown,3/19/2021,0.45,kg
vegetable,onion,bulb_red,3/19/2021,0.56,kg
vegetable,swede,swede,3/19/2021,0.23,kg
vegetable,turnip,turnip,3/19/2021,1.39,kg
vegetable,parsnips,all_varieties,3/19/2021,1.04,kg
vegetable,rhubarb,forced,3/19/2021,4.71,kg
vegetable,rhubarb,outdoor,3/19/2021,2.49,kg
cut_flowers,tulips,tulips,3/19/2021,0.21,stem
fruit,apples,bramleys_seedling,3/12/2021,0.99,kg
fruit,apples,coxs_orange_group,3/12/2021,1.41,kg
fruit,apples,egremont_russet,3/12/2021,1.08,kg
fruit,apples,braeburn,3/12/2021,1,kg
fruit,apples,gala,3/12/2021,1.02,kg
fruit,apples,other_late_season,3/12/2021,0.94,kg
fruit,pears,conference,3/12/2021,1.03,kg
fruit,pears,doyenne_du_comice,3/12/2021,0.64,kg
vegetable,asparagus,asparagus,3/12/2021,16.96,kg
vegetable,beetroot,beetroot,3/12/2021,0.45,kg
vegetable,brussels_sprouts,brussels_sprouts,3/12/2021,0.93,kg
vegetable,pak_choi,pak_choi,3/12/2021,2.87,kg
vegetable,curly_kale,curly_kale,3/12/2021,2.98,kg
vegetable,cabbage,red,3/12/2021,0.35,kg
vegetable,cabbage,savoy,3/12/2021,0.61,head
vegetable,spring_greens,prepacked,3/12/2021,1.22,kg
vegetable,cabbage,white,3/12/2021,0.36,kg
vegetable,cabbage,round_green_other,3/12/2021,0.52,head
vegetable,carrots,topped_washed,3/12/2021,0.5,kg
vegetable,cauliflower,all,3/12/2021,0.68,head
vegetable,celeriac,celeriac,3/12/2021,0.67,kg
vegetable,cucumbers,cucumbers,3/12/2021,1,kg
vegetable,leeks,trimmed,3/12/2021,1.79,kg
vegetable,lettuce,butterhead_indoor,3/12/2021,0.42,head
vegetable,lettuce,little_gem,3/12/2021,0.69,twin
vegetable,onion,bulb_brown,3/12/2021,0.45,kg
vegetable,onion,bulb_red,3/12/2021,0.54,kg
vegetable,swede,swede,3/12/2021,0.22,kg
vegetable,turnip,turnip,3/12/2021,1.78,kg
vegetable,parsnips,all_varieties,3/12/2021,1.04,kg
vegetable,rhubarb,forced,3/12/2021,4.62,kg
cut_flowers,tulips,tulips,3/12/2021,0.2,stem
fruit,apples,bramleys_seedling,3/5/2021,1,kg
fruit,apples,coxs_orange_group,3/5/2021,1.39,kg
fruit,apples,egremont_russet,3/5/2021,1.25,kg
fruit,apples,braeburn,3/5/2021,0.99,kg
fruit,apples,gala,3/5/2021,1.03,kg
fruit,apples,other_late_season,3/5/2021,1.04,kg
fruit,pears,conference,3/5/2021,1.03,kg
vegetable,beetroot,beetroot,3/5/2021,0.45,kg
vegetable,brussels_sprouts,brussels_sprouts,3/5/2021,0.97,kg
vegetable,pak_choi,pak_choi,3/5/2021,2.93,kg
vegetable,curly_kale,curly_kale,3/5/2021,3.05,kg
vegetable,cabbage,red,3/5/2021,0.36,kg
vegetable,cabbage,savoy,3/5/2021,0.56,head
vegetable,spring_greens,prepacked,3/5/2021,1.26,kg
vegetable,cabbage,white,3/5/2021,0.36,kg
vegetable,cabbage,round_green_other,3/5/2021,0.52,head
vegetable,carrots,topped_washed,3/5/2021,0.5,kg
vegetable,cauliflower,all,3/5/2021,0.65,head
vegetable,celeriac,celeriac,3/5/2021,0.67,kg
vegetable,cucumbers,cucumbers,3/5/2021,0.84,kg
vegetable,leeks,trimmed,3/5/2021,1.86,kg
vegetable,lettuce,butterhead_indoor,3/5/2021,0.42,head
vegetable,lettuce,little_gem,3/5/2021,0.66,twin
vegetable,onion,bulb_brown,3/5/2021,0.43,kg
vegetable,onion,bulb_red,3/5/2021,0.53,kg
vegetable,swede,swede,3/5/2021,0.22,kg
vegetable,turnip,turnip,3/5/2021,1.79,kg
vegetable,parsnips,all_varieties,3/5/2021,1.07,kg
vegetable,rhubarb,forced,3/5/2021,4.43,kg
cut_flowers,tulips,tulips,3/5/2021,0.2,stem
fruit,apples,bramleys_seedling,2/26/2021,1.04,kg
fruit,apples,coxs_orange_group,2/26/2021,1.32,kg
fruit,apples,egremont_russet,2/26/2021,1.3,kg
fruit,apples,braeburn,2/26/2021,1,kg
fruit,apples,gala,2/26/2021,1,kg
fruit,apples,other_late_season,2/26/2021,1.01,kg
fruit,pears,conference,2/26/2021,1.07,kg
vegetable,beetroot,beetroot,2/26/2021,0.45,kg
vegetable,brussels_sprouts,brussels_sprouts,2/26/2021,0.87,kg
vegetable,pak_choi,pak_choi,2/26/2021,3.04,kg
vegetable,curly_kale,curly_kale,2/26/2021,2.98,kg
vegetable,cabbage,red,2/26/2021,0.34,kg
vegetable,cabbage,savoy,2/26/2021,0.55,head
vegetable,spring_greens,prepacked,2/26/2021,1.3,kg
vegetable,cabbage,white,2/26/2021,0.35,kg
vegetable,cabbage,round_green_other,2/26/2021,0.52,head
vegetable,carrots,topped_washed,2/26/2021,0.5,kg
vegetable,cauliflower,all,2/26/2021,0.73,head
vegetable,celeriac,celeriac,2/26/2021,0.68,kg
vegetable,cucumbers,cucumbers,2/26/2021,0.96,kg
vegetable,leeks,trimmed,2/26/2021,1.88,kg
vegetable,lettuce,butterhead_indoor,2/26/2021,0.43,head
vegetable,lettuce,little_gem,2/26/2021,0.65,twin
vegetable,onion,bulb_brown,2/26/2021,0.44,kg
vegetable,onion,bulb_red,2/26/2021,0.53,kg
vegetable,swede,swede,2/26/2021,0.22,kg
vegetable,turnip,turnip,2/26/2021,1.7,kg
vegetable,parsnips,all_varieties,2/26/2021,1.06,kg
vegetable,rhubarb,forced,2/26/2021,4.94,kg
cut_flowers,tulips,tulips,2/26/2021,0.23,stem
fruit,apples,bramleys_seedling,2/19/2021,1.05,kg
fruit,apples,coxs_orange_group,2/19/2021,1.38,kg
fruit,apples,egremont_russet,2/19/2021,1.37,kg
fruit,apples,braeburn,2/19/2021,0.95,kg
fruit,apples,gala,2/19/2021,1,kg
fruit,apples,other_late_season,2/19/2021,0.99,kg
fruit,pears,conference,2/19/2021,1.02,kg
fruit,pears,doyenne_du_comice,2/19/2021,0.83,kg
vegetable,beetroot,beetroot,2/19/2021,0.44,kg
vegetable,brussels_sprouts,brussels_sprouts,2/19/2021,0.89,kg
vegetable,pak_choi,pak_choi,2/19/2021,3.29,kg
vegetable,curly_kale,curly_kale,2/19/2021,2.99,kg
vegetable,cabbage,red,2/19/2021,0.36,kg
vegetable,cabbage,savoy,2/19/2021,0.62,head
vegetable,spring_greens,prepacked,2/19/2021,1.22,kg
vegetable,cabbage,white,2/19/2021,0.35,kg
vegetable,cabbage,round_green_other,2/19/2021,0.53,head
vegetable,carrots,topped_washed,2/19/2021,0.51,kg
vegetable,cauliflower,all,2/19/2021,0.85,head
vegetable,celeriac,celeriac,2/19/2021,0.66,kg
vegetable,cucumbers,cucumbers,2/19/2021,1.58,kg
vegetable,leeks,trimmed,2/19/2021,1.94,kg
vegetable,lettuce,butterhead_indoor,2/19/2021,0.45,head
vegetable,lettuce,little_gem,2/19/2021,0.74,twin
vegetable,onion,bulb_brown,2/19/2021,0.45,kg
vegetable,onion,bulb_red,2/19/2021,0.52,kg
vegetable,swede,swede,2/19/2021,0.23,kg
vegetable,turnip,turnip,2/19/2021,1.71,kg
vegetable,parsnips,all_varieties,2/19/2021,1.05,kg
vegetable,rhubarb,forced,2/19/2021,5.01,kg
cut_flowers,tulips,tulips,2/19/2021,0.22,stem
fruit,apples,bramleys_seedling,2/12/2021,1.09,kg
fruit,apples,coxs_orange_group,2/12/2021,1.45,kg
fruit,apples,egremont_russet,2/12/2021,1.45,kg
fruit,apples,braeburn,2/12/2021,0.95,kg
fruit,apples,gala,2/12/2021,1.04,kg
fruit,apples,other_late_season,2/12/2021,1.01,kg
fruit,pears,conference,2/12/2021,1.02,kg
fruit,pears,doyenne_du_comice,2/12/2021,0.96,kg
vegetable,beetroot,beetroot,2/12/2021,0.46,kg
vegetable,brussels_sprouts,brussels_sprouts,2/12/2021,0.88,kg
vegetable,pak_choi,pak_choi,2/12/2021,3.73,kg
vegetable,curly_kale,curly_kale,2/12/2021,2.96,kg
vegetable,cabbage,red,2/12/2021,0.36,kg
vegetable,cabbage,savoy,2/12/2021,0.53,head
vegetable,spring_greens,prepacked,2/12/2021,1.1,kg
vegetable,cabbage,white,2/12/2021,0.35,kg
vegetable,cabbage,round_green_other,2/12/2021,0.54,head
vegetable,carrots,topped_washed,2/12/2021,0.51,kg
vegetable,cauliflower,all,2/12/2021,0.96,head
vegetable,celeriac,celeriac,2/12/2021,0.65,kg
vegetable,leeks,trimmed,2/12/2021,2.1,kg
vegetable,lettuce,butterhead_indoor,2/12/2021,0.45,head
vegetable,lettuce,little_gem,2/12/2021,0.77,twin
vegetable,onion,bulb_brown,2/12/2021,0.43,kg
vegetable,onion,bulb_red,2/12/2021,0.5,kg
vegetable,swede,swede,2/12/2021,0.23,kg
vegetable,turnip,turnip,2/12/2021,1.7,kg
vegetable,parsnips,all_varieties,2/12/2021,1,kg
vegetable,rhubarb,forced,2/12/2021,4.39,kg
cut_flowers,tulips,tulips,2/12/2021,0.22,stem
fruit,apples,bramleys_seedling,2/5/2021,1.1,kg
fruit,apples,coxs_orange_group,2/5/2021,1.44,kg
fruit,apples,egremont_russet,2/5/2021,1.28,kg
fruit,apples,braeburn,2/5/2021,0.92,kg
fruit,apples,gala,2/5/2021,0.96,kg
fruit,apples,other_late_season,2/5/2021,0.98,kg
fruit,pears,conference,2/5/2021,1.01,kg
fruit,pears,doyenne_du_comice,2/5/2021,0.95,kg
vegetable,beetroot,beetroot,2/5/2021,0.45,kg
vegetable,brussels_sprouts,brussels_sprouts,2/5/2021,0.81,kg
vegetable,pak_choi,pak_choi,2/5/2021,2.87,kg
vegetable,curly_kale,curly_kale,2/5/2021,2.86,kg
vegetable,cabbage,red,2/5/2021,0.35,kg
vegetable,cabbage,savoy,2/5/2021,0.48,head
vegetable,spring_greens,prepacked,2/5/2021,1.06,kg
vegetable,cabbage,white,2/5/2021,0.36,kg
vegetable,cabbage,round_green_other,2/5/2021,0.52,head
vegetable,carrots,topped_washed,2/5/2021,0.47,kg
vegetable,cauliflower,all,2/5/2021,0.88,head
vegetable,celeriac,celeriac,2/5/2021,0.65,kg
vegetable,leeks,trimmed,2/5/2021,1.49,kg
vegetable,lettuce,butterhead_indoor,2/5/2021,0.46,head
vegetable,lettuce,little_gem,2/5/2021,0.81,twin
vegetable,onion,bulb_brown,2/5/2021,0.43,kg
vegetable,onion,bulb_red,2/5/2021,0.53,kg
vegetable,swede,swede,2/5/2021,0.22,kg
vegetable,turnip,turnip,2/5/2021,1.66,kg
vegetable,parsnips,all_varieties,2/5/2021,0.99,kg
vegetable,rhubarb,forced,2/5/2021,4.59,kg
cut_flowers,tulips,tulips,2/5/2021,0.22,stem
fruit,apples,bramleys_seedling,1/29/2021,1.11,kg
fruit,apples,coxs_orange_group,1/29/2021,1.29,kg
fruit,apples,egremont_russet,1/29/2021,1.6,kg
fruit,apples,braeburn,1/29/2021,0.97,kg
fruit,apples,gala,1/29/2021,0.98,kg
fruit,apples,other_late_season,1/29/2021,0.99,kg
fruit,pears,conference,1/29/2021,1.04,kg
fruit,pears,doyenne_du_comice,1/29/2021,0.95,kg
vegetable,beetroot,beetroot,1/29/2021,0.45,kg
vegetable,brussels_sprouts,brussels_sprouts,1/29/2021,0.81,kg
vegetable,pak_choi,pak_choi,1/29/2021,2.83,kg
vegetable,curly_kale,curly_kale,1/29/2021,2.85,kg
vegetable,cabbage,red,1/29/2021,0.35,kg
vegetable,cabbage,savoy,1/29/2021,0.48,head
vegetable,spring_greens,prepacked,1/29/2021,1.06,kg
vegetable,cabbage,white,1/29/2021,0.34,kg
vegetable,cabbage,round_green_other,1/29/2021,0.52,head
vegetable,carrots,topped_washed,1/29/2021,0.48,kg
vegetable,cauliflower,all,1/29/2021,1.02,head
vegetable,celeriac,celeriac,1/29/2021,0.65,kg
vegetable,chinese_leaf,chinese_leaf,1/29/2021,1.07,kg
vegetable,leeks,trimmed,1/29/2021,1.4,kg
vegetable,lettuce,butterhead_indoor,1/29/2021,0.48,head
vegetable,lettuce,little_gem,1/29/2021,0.82,twin
vegetable,onion,bulb_brown,1/29/2021,0.42,kg
vegetable,onion,bulb_red,1/29/2021,0.54,kg
vegetable,swede,swede,1/29/2021,0.22,kg
vegetable,turnip,turnip,1/29/2021,1.73,kg
vegetable,parsnips,all_varieties,1/29/2021,1,kg
vegetable,rhubarb,forced,1/29/2021,4.52,kg
cut_flowers,tulips,tulips,1/29/2021,0.22,stem
fruit,apples,bramleys_seedling,1/22/2021,1.12,kg
fruit,apples,coxs_orange_group,1/22/2021,1.26,kg
fruit,apples,egremont_russet,1/22/2021,1.53,kg
fruit,apples,braeburn,1/22/2021,0.88,kg
fruit,apples,gala,1/22/2021,1.05,kg
fruit,apples,other_late_season,1/22/2021,0.95,kg
fruit,pears,conference,1/22/2021,0.97,kg
fruit,pears,doyenne_du_comice,1/22/2021,0.96,kg
vegetable,beetroot,beetroot,1/22/2021,0.46,kg
vegetable,brussels_sprouts,brussels_sprouts,1/22/2021,0.81,kg
vegetable,pak_choi,pak_choi,1/22/2021,2.75,kg
vegetable,curly_kale,curly_kale,1/22/2021,2.87,kg
vegetable,cabbage,red,1/22/2021,0.37,kg
vegetable,cabbage,savoy,1/22/2021,0.5,head
vegetable,spring_greens,prepacked,1/22/2021,1.04,kg
vegetable,cabbage,white,1/22/2021,0.36,kg
vegetable,cabbage,round_green_other,1/22/2021,0.53,head
vegetable,carrots,topped_washed,1/22/2021,0.48,kg
vegetable,cauliflower,all,1/22/2021,1.28,head
vegetable,celeriac,celeriac,1/22/2021,0.65,kg
vegetable,chinese_leaf,chinese_leaf,1/22/2021,1.07,kg
vegetable,leeks,trimmed,1/22/2021,1.43,kg
vegetable,lettuce,butterhead_indoor,1/22/2021,0.45,head
vegetable,lettuce,little_gem,1/22/2021,0.87,twin
vegetable,onion,bulb_brown,1/22/2021,0.42,kg
vegetable,onion,bulb_red,1/22/2021,0.52,kg
vegetable,swede,swede,1/22/2021,0.22,kg
vegetable,turnip,turnip,1/22/2021,1.62,kg
vegetable,parsnips,all_varieties,1/22/2021,1.03,kg
vegetable,rhubarb,forced,1/22/2021,4.6,kg
cut_flowers,tulips,tulips,1/22/2021,0.22,stem
fruit,apples,bramleys_seedling,1/15/2021,1.13,kg
fruit,apples,coxs_orange_group,1/15/2021,1.25,kg
fruit,apples,egremont_russet,1/15/2021,1.56,kg
fruit,apples,braeburn,1/15/2021,1.02,kg
fruit,apples,gala,1/15/2021,1.07,kg
fruit,apples,other_late_season,1/15/2021,1.04,kg
fruit,pears,conference,1/15/2021,1.01,kg
fruit,pears,doyenne_du_comice,1/15/2021,0.96,kg
vegetable,beetroot,beetroot,1/15/2021,0.43,kg
vegetable,brussels_sprouts,brussels_sprouts,1/15/2021,0.82,kg
vegetable,pak_choi,pak_choi,1/15/2021,2.74,kg
vegetable,curly_kale,curly_kale,1/15/2021,2.85,kg
vegetable,cabbage,red,1/15/2021,0.36,kg
vegetable,cabbage,savoy,1/15/2021,0.47,head
vegetable,spring_greens,prepacked,1/15/2021,1.05,kg
vegetable,cabbage,white,1/15/2021,0.35,kg
vegetable,cabbage,round_green_other,1/15/2021,0.53,head
vegetable,carrots,topped_washed,1/15/2021,0.49,kg
vegetable,cauliflower,all,1/15/2021,1.47,head
vegetable,celeriac,celeriac,1/15/2021,0.66,kg
vegetable,chinese_leaf,chinese_leaf,1/15/2021,1.04,kg
vegetable,leeks,trimmed,1/15/2021,1.4,kg
vegetable,lettuce,butterhead_indoor,1/15/2021,0.46,head
vegetable,lettuce,little_gem,1/15/2021,0.83,twin
vegetable,onion,bulb_brown,1/15/2021,0.42,kg
vegetable,onion,bulb_red,1/15/2021,0.52,kg
vegetable,swede,swede,1/15/2021,0.22,kg
vegetable,turnip,turnip,1/15/2021,1.7,kg
vegetable,parsnips,all_varieties,1/15/2021,1.02,kg
vegetable,rhubarb,forced,1/15/2021,4.13,kg
cut_flowers,tulips,tulips,1/15/2021,0.23,stem
fruit,apples,bramleys_seedling,1/8/2021,1.15,kg
fruit,apples,coxs_orange_group,1/8/2021,1.2,kg
fruit,apples,egremont_russet,1/8/2021,1.71,kg
fruit,apples,braeburn,1/8/2021,0.96,kg
fruit,apples,gala,1/8/2021,0.96,kg
fruit,apples,other_late_season,1/8/2021,1.01,kg
fruit,pears,conference,1/8/2021,1,kg
fruit,pears,doyenne_du_comice,1/8/2021,0.95,kg
vegetable,beetroot,beetroot,1/8/2021,0.46,kg
vegetable,brussels_sprouts,brussels_sprouts,1/8/2021,0.84,kg
vegetable,pak_choi,pak_choi,1/8/2021,2.68,kg
vegetable,curly_kale,curly_kale,1/8/2021,2.79,kg
vegetable,cabbage,red,1/8/2021,0.35,kg
vegetable,cabbage,savoy,1/8/2021,0.47,head
vegetable,spring_greens,prepacked,1/8/2021,0.97,kg
